Reviewer,Rating (1-5),Ulasan
Anugrah Putra Dani,4,"Hotel strategis di tengah kota dengan nuansa seperti resort. Pengalaman menginap yang sangat menyenangkan. Pihak hotel mengelola permintaan khusus tamu dengan baik. Pengalaman menginap sangat berkesan mulai dari masuk hingga keluar.  Parkir yang disediakan sangat luas dan lebih dari cukup untuk kendaraan roda 2 dan roda 4. Setiap kamar mendapatkan gratis parkir untuk satu kendaraan.  Proses check-in sangat cepat. Deposit menurut saya terlalu mahal, sebanyak 500 ribu, dan hanya bisa menggunakan tunai atau kredit.  Saat memasuki kamar, AC sudah dinyalakan dan kamar sudah dingin. Saya diberikan kartu ucapan ""Happy Birthday & Graduation"". Sesuai dengan permintaan saya saat memesan.  AC dingin, aliran air deras dan tidak bau, toiletries lengkap, hairdryer cukup panas dan kencang meskipun terlihat jadul. Handuk yang disediakan banyak. Ada handuk besar dan kecil masing-masing dua. Ada pula handuk yang digunakan sebagai dekorasi angsa di atas kasur.  Saya menyukai suasana hotel yang hijau dan luas dengan banyak taman. Dekorasi hotel di lobby bahkan ke tempat terpelosok pun diperhatikan. Saya bahkan tidak mendengar suara decit di semua pintu yang saya masuki di semua area hotel.  Hal yang kurang dan sangat disayangkan adalah restoran masih menggunakan piring dan gelas yang ada noda nya. Saya berekspektasi untuk hotel bintang 5 harusnya selalu menggunakan piring yang masih putih.  Tata kabel di kamar menurut saya kurang baik, karena saya bisa melihat kabel yang tidak rapi di bawah meja.  Ada pula bekas noda-noda lain di sprei, selimut, dan karpet yang masih bisa saya lihat. Sangat disayangkan apabila masih digunakan untuk tamu.  Secara umum, pengalaman saya staycation di sini sangat nyaman dan menyenangkan. Mungkin akan repeat order di lain waktu."
Damz Abyan,2,"Hotel Bintang 5 ⭐️⭐️⭐️⭐️⭐️ Tetapi pelayanan Check in Lambat sekali Masak sudah capek pengen segera istirahat disuruh nunggu checkin 30 menit itupun petugas receptionis nya lupa kalau saya disuruh tunggu, kalau tidak saya maju dan saya tanyakan sampai 1 jam tidak ada panggilan. Di marahin baru di kasih kamar apa perlu marah marah 😡. Bad bangetz. Kamar hotel Banyak sekali binatang sperti di foto itu. Mulai dari kasur sampai dalam lemari ada hewan itu. Tidak cocok dengan bintangnya.👎🏽"
Bunda Ara,5,"Kamar yg nyaman, sangat bersih, pelayanan ramah, lokasi tengah kota, untuk sarapan banyak pilihannya, nginap di bumi resort rasanya kyk lagi gak di sby ☺️"
Trip.com Member,5,"Seneng sekali bisa dapet harga promo nginap di hotel impianku,,biasanya cuma anjem kakak yg langganan di hotel bumu ini klo pas d surabaya.Suasana lobby nya,,mengesankan,,live piano dengan jajanan traditionalnya.Kamar besar,,bersih …"
Winny Aqshani,5,"Deposit cash 500k saat check-in. Dapat kamar connecting 1353-1354, view ke Lapangan Tenis. Kamar luas, nyaman, ada sajadah. Menu breakfast lengkap, harga 197k per orang. Area breakfast Outdoor mohon diperhatikan kebersihannya (berlumut/licin)."
harisma pratama,1,"Tadi malam tanggal 20 desember kami makan acara perusahaan 38 orang yang makan di hotel ini. Kami makan pukul 18.00 wib tgl 20 desember di meja ada beberapa lalat, dan di makanan juga kami temui lalat. Tolong di perhatikan untuk kebersihannya. Setelah kami tegur respon karyawan melihat kami sinis. Kami makan bayar bukan gratisan jadi attitude tolong dijaga."
IKW - Movie,5,Ini hotel dari dulu sampe skrg the best sih menurutku. Cuma sayang untuk breakfast dia kurang oke untuk harga bintang 5. Kalah sama punya bintang 5 lainnya.
Wahyu Cepong,4,"Pelayanan waktu check-in  lama banget, boking kamar yg bisa ngerokok tapi gak d kasih asbak saat minta asbak katanya mau d kasih tapi gak ada dateng, tapi dengan suasananya yg oky jadi betah d situ"
gendhuk dhari,5,"Check in tanggal 28 Januari 2025 dibantu dg Kak Karin, Check out tanggal 29 Januari 2025 dibantu dg Kak Pinkan. Terima kasih untuk penjelasan saat check in maupun check out. Semua bagus, dari pelayanan sampai fasilitas. Cuma di kamar mandi nggak ada blower ya? Jadi air lama keringnya di lantai shower dan tidak ada keset sehingga lantai basah kalau keluar dr shower."
budi widiarto,2,"Hotel yg Aneh, check in sebelum jam 14.00 kena charge 25%, klu baru bisa masuk kamar lambat sampai jam 15.53 hanya dapat ucapan maaf. He.he.he.he"
Hendra Wijayanto,5,"Staff sangat ramah dan saya merasa sangat puas dengan pelayanan mereka, mulai security, front office dll semuanya sangat ramah.kamar juga sangat bersih dan makanan juga enak2, anak istri saya bahkan menyampaikan kalau ke surabaya lagi mau nginap disini saja. Hotel ini walaupun terbilang sudah lama tapi recommended banget,kalau ada bintang 7 saya kasih dah..."
ali Afie,3,Pengalaman bukber 2025 bayar mahal tapi makanan dan lokasi bukber kualitas tak berbintang.. Cita rasa makanannya asal banget..
Lyla Wardrobe,5,"Salah satu hotel di Surabaya yang nyaman banget, nginep di Bumi Surabaya yang sejuk padahal di tengah kota surabaya. Kamar yang sangat luas dan ada bathupnya, sarapan yang enak dan banyak macamnya. Pelayanan yang ramah dari semua staff, mantap pokoknya di Bumi Surabaya 😍"
Lutfi Bahrais,5,"Pelayanan,kebersihan,keramahan ok banget. Kamarnya luas kebetulan kami memesan 2 kamar dengan connecting door. Yang paling berkesan adalah sarapannya yang super komplit  banyak pilihan dan enak-enak."
Viana Tiara Islami,3,"Pelayanan ramah, makanan enak, tapi sayang kamar mandi nya becek saluran airnya tidak lancar, semoga bisa diperbaiki lebih baik lagi, terimakasih"
Local Guide,4,Pilihan menu banyak dan rasa makanan enak. Lokasi strategis dekat tunjungan plaza. Tempat makan luas ada indoor dan outdoor.
Flo Ward,3,"Sebenarnya ini hotel lama, dulu waktu saya masih tinggal di Surabaya namanya adalah Hyatt bukan Bumi dan sangat terkenal dengan club malamnya yang bernama Tavern tempat anak muda menengah ke atas Surabaya nongkrong. Lokasinya sangat strategis, tepat di pusat kota dan aksesnya mudah kemana-mana. Bangunan hotel masih cukup bagus dan kamarnya besar sekali begitu juga kolam renangnya. Setiap kali saya berlibur ke Surabaya saya selalu usahakan menginap disitu karena dekat dengan rumah keluarga saya sambil mengenang masa kecil saya di kota itu. Untuk makanannya lumayan enak dan lumayan banyak ragamnya dari asian sampai western semua ada untuk breakfast, lunch ataupun dinner. Tapi harap di ingat bahwa karyawan dibagian restaurant ini sungguh sangat mengecewakan karena setiap kali breakfast baru jam 9:30 kami sudah diberi peringatan untuk segera meninggalkan restaurant padahal tutupnya jam 10:00. Tapi anehnya setiap kali ada bule masuk jam 9:45 mereka tetap diterima untuk sarapan disitu sementara meja kami sudah kosong dibersihkan. Apakah karena kami orang lokal walaupun kami tidak tinggal di kota itu, kami diperlakukan beda dengan bule ? Kedua, bagian front desk juga demikian. Jika yang datang orang lokal maka mereka sibuk sendiri dengan sesama rekan resepsi lainnya tapi jika yang datang bule maka mereka buru-buru menyapa sambil tersenyum sangat manis dan sigap membantu bule tersebut. Semoga pihak manajemen hotel segera membenahi karyawannya baik di restaurant maupun di front desk karena semua tamu itu equal, sama, jangan dipandang warna kulit dan matanya saja, karena belum tentu bule itu berduit, dan belum tentu orang local itu tidak berduit. Dan 1 lagi, jika berendam dibath tube nya harap berhati-hati karena ternyata banyak cacing kecil yang merayap hampir tidak terlihat. Kemudian tentang parkir didepan lobby, jika yang datang mobil mahal maka harap sabar antri untuk mendapatkan tempat parkir didepan lobby untuk menurunkan barang/koper. Hotel ini hotel bagus, hotel berkelas, salah satu hotel kebanggaan arek suroboyo dulu, sayang jika tidak dibenahi manajemennya, karena sudah banyak sekali hotel bintang 5 di Surabaya yang lebih baru, lebih lux, lebih nyaman dan lebih baik servicenya. Last but not least, please deh, aroma daun serehnya mohon dikurangi karena sangat tajam tercium dari pintu masuk lobby sampai pintu keluar parkiran belakang. Yang merasa tidak nyaman bukan cuma hidung saya saja tapi juga hidung semua tamu yang sempat mengobrol dengan saya. Tapi biar bagaimanapun jeleknya manajemen hotel ini selama beberapa tahun belakangan ini, saya tetap akan kembali menginap disini bukan karena fasilitas dan servicenya yang semakin lama semakin berkurang, tapi untuk mengenang yang pernah ada, memory masa kecil saya yang sangat indah di kota Surabaya…terutama saat kami dulu sering berlibur menginap dihotel itu saat weekend atau libur sekolah…"
RE ZA,5,"Beneran bintang 5 ini pelayanan mulai satpam sampai staff didalamnya ini, standart tempat ygbagus menurut saya dimulai dari depan terutama satpam, bisa menghargai tamu ataupun suruhan tamu seperti ojol, waktu itu saya pesan obat karena sakit."
Fananny Mayhilda,5,"Cuma menurutku bbrp makanan yg kemarin aku coba rasanya kurang ya, trs yogurt nya rasanya kayak mau basi tp pas nge info staff nya katanya emg gt rasanya. Overall bagus semua. Aku dan anak2 suka bgt kesini."
Thirza Nabila,1,"Saya datang lewat jam check in, tetapi diaampaikan masih mau dicek apakah ada kamar yg ready dan membutuhkan wkt 30 menit. Padahal saya sudah pesan dr 1 bulan sebelum. Pelayanan tidak profesional dengan alasan high season seharusnya kamar sudah disiaplan paling lambat di jam check in"
Tiara Amalinda,5,"Lokasinya strategis banget ada di tengah kota dekat dgn TP pastinya jadi mau shopping dan jalan2 di kota enak banget, hotelnya khas hotel nuansa jawa, makanan restonya enak2, kamarnya luas, room servicesnya okee, buat bisnis trip oke banget"
Bambina Bee,5,Selalu jadi hotel terbaik dan penuh kenangan kalo pas pulang sby  Hotel bintang 5 dengan pelayanan yg gak perlu di ragukan lagi
Putri Prawitasari,4,"So far hotel nyaman, standard bintang 5, tapi terkadang pihak hotel lupa memberikan amenities secara lengkap, san service di kolam an bu ely tidak ramah. Semoga selalu ada perbaikan ya.."
Nia Prasetyo,3,"Awal November, menginap disini dgn suami, kamar luas bersih walaupun interiornya lama tp terawat dan berfungsi dgn baik namun kasurnya mungkin sdh hrs di ganti/diperbaiki, sptnya per kasurnya sdh  kurang bagus jd sedikit kurang nyaman, awalnya handuk hanya diberikan 1 pcs dan setelah sy komplain segera diantar 1 lg, sarapan utk hotel bintang 5 menurut sy agak kurang variatif, staf reception sgt ramah dan tanggap namun waktu suami sakit, sy ingin bawa ke RS dan sy minta info utk RS yg dekat dgn hotel mereka ga ada yg tau, hrsnya mereka dibekali dgn knowledge lokasi penting disekitar hotel yg mungkin dibutuhkan oleh tamu.. sy juga mendapatkan pengalaman yg agak kurang menyenangkan dr petugas yg jaga tpt gym (perempuan rambut pendek). Tlg utk jd perhatian dr management hotel."
Sultan Maulana,5,Lokasi sesuai dengan maps Pelayanan ramah Konfirmasi order cepat Kamar bersih rapi
amalia kartika Putri,5,"Sangat senang bermalam disini, semua happy, kolam renang juga sudah tersedia dewasa dan anak2, apalagi ada kolam air hangat bisa bikin rileks😍"
Naufal Prasetyawan,4,"Hotel ini memiliki banyak memori dan cerita. . Saya sudah sering menginap disini sejak tahun 2010. Hotelnya cenderung tidak banyak berubah sejak dulu. Lokasi yang strategis di basra, kamar yang luas nyaman, kolam renang yang besar dan room rate yang cenderung tidak semahal kompetitornya yang membuat saya sering menginap disini. Detail kecil yang menjadi favorit saya : 1. Dulu di tahun 2010-11 adalah tom yum di breakfast, yang sejak sebelum pandemi sudah ga ada. 2. Soerabi yang otentik khas hotel bumi yang pilihan toppingnya yang tidak pernah pelit. Selalu beli sejak tahun 2011 ! masih inget bgt sempet jual haagen-dazs juga disini 3. Suasana ruang terbuka hijau di lantai 3 dan resto outdoor yang mengasikkan 4. Waffle ice cream dan freshly made mie goreng breakfast yang so far masih menjadi kesukaan saya.  Besides my favorite thing, ada beberapa hal yang menurut saya downgrade. 1. Hotel secara keseluruhan ga pernah di renovasi sejak tahun 2010 (pertama kali saya nginap disini) 2. Lift yang lamban dan hanya 3 dari 4 lift yg beroperasi 3. Fasilitas kamar banyak yang perlu diperbaiki (shower yang rusak, bath tub yang bocor, ac yang gave dingin) 4. Yang paling fatal memang AC yang kurang dingin, Surabaya puanaass puoll tp acnya ga dingin ya keringetan di lobby🥲"
Arden Darmawan,3,"Maaf ini hotel komersil, anak umur 7th aja breakfastnya bayar"
Vansz,5,"Hotel kuno yang masih sangat terawat dan bersih, disini pelayanan yang sangat baik, masuk mobil saja pintunya dibukakan, kamar juga ada bathtubnya, sarapannya juga enak"
Edwin Olivera,5,"Hotel paling berkesan di Surabaya yang pernah aku kunjungi, mampu kesana pas jaman covid  jadi cuma 350rb an , pengen banget nginep di hotel Bumi lagi"
nathalia djaja,5,Tempat nya nyaman dan penuh dedaunan. Kamar bersih dan makanan breakfast jg enak. Pelayan staff ramah dan murah senyum. Hanya saja ga bs duduk sembarangan terutama daerah cafe. Rotinya enak²
Iftinan Amalia,5,resort dengan harga paling affordable di kelasnya untuk di surabaya. sarapan pagi cukup banyak pilihan
Ellenova Gizka,5,"lovee banget sama hotel ini, kamarnya nyaman view juga okee, walaupun ditengah kota tapi sejuk sih, buat resto vibesnya kaya lagi di bali, soon mau kesini lagi"
Waskito Nugroho,5,"Walaupun hotel yang termasuk tua, namun vibes mahal nya masih terasa. Pelayanannya sangat baik, lokasinya juga strategis. Kolam renangnya besar, ada pilihan jakuzi dengan air hangat. Makan untuk sarapannya juga enak enak dan ada pasar malamnya juga."
Fitri Nilasari Angggreini,5,"Pengalaman berkunjung dan meningap semalam di hotel ini konsep hotel resort dalam kota Surabaya memberikan vibes yang tenang, serba ada di dalam hotel, kolam renang yg luas, area hijau yang luas, dan yang paling saya suka ketika sarapan disini adalah konsep pasar minggu nya terasa seperti kita makan di pasar tradisional yg tertata dan apik dengan beragam jogloan waktu itu. Satu menu favorite saya adalah omelet nya yg sangat tepat pengolahan nya dan rasanya yg menyenangkan, sederhana tapi enak..  Semoga hotel and resort bumi surabaya menjadi lebih baik lagi dan menawarkan pengalaman menginap yg tidak terlupakan.."
rachmanta triatmaja,5,Salah satu Hotel bintang 5 di Surabaya  yang ratenya masuk SBM 😀😀. Lokasi strategis meskipun bangunan lama tapi ttp meewaahh dan terawat. Kamar luas ada bathtube  standar bintang 5. Restoran tempat ada yg outdoor makanan  beranekragam.
R Mayadevi,4,"Hotel yg dulunya Hyatt ini berganti nama menjadi Bumi Surabaya City Resort, fasilitasnya bintang 5, harga murah sekitar 700k / malam, ada kolam renang,gym, breakfast di outdoor area taman dengan pemandangan aestetik seperti di Bali, hotelnya tenang, cocok untuk beristirahat. Kamarnya luas dan bersih, ada tv channel, welcome drink, bath tub dan kamar mandi shower, hair dyer, kulkas, lemari, safetybox, dll. Sayangnya lampu temaram, kurang terang utk make up atau membaca. AC sangat dingin di kamar paling ujung AC nya menghadap langsung ke tempat tidur. Breakfast sangat enak dan puas karena banyak sekali variasi makanannya. Makanannya enak2, ada jamu, jus, teh, kopi, bubur tradisional, indomie, nasi uduk, es krim, soto, rawon, wafel pancake, salad, sushi, sosis, pasta, pizza, sandwich, kue2 dessert"
rizal mahardika,5,"Kamar nyaman, lega, layanan juga ramah, lokasi strategis krn di tengaj kota sur.abaya"
Diana Jasmine,5,Hotel ditengah kota dengan view yg masih hijau. Lokasi yg dekat dengan pusat perbelanjaan dan suasana yg nyaman dan tenang mjdkan hotel Bumi ttp mjd pilihan jika staycation ke Sby.
Yulia Nur Fatimah,5,Hotel di pusat kota Surabaya. Dekat kalo mau kemana2. Untuk kamar sangat luas dan nyaman. Staf sangat ramah dan membantu 👍
Gilbert,5,"Saya disini untuk reservasi makan siang. Ada banyak menu pilihan, mulai dari jejepangan, jajanan pasar, dan makanan hotel pada umumnya.  Tentu yang jadi daya tarik adalah jajanan pasarnya. Yang mungkin sudah jarang ditemui, seperti putu, es kemangi, dan lain-lain. Selain itu pelayanan ramah dan cepat.  Letak yang cukup strategis karena berada di pusat kota Surabaya, membuat hotel ini menjadi tempat menginap yang menyenangkan"
Syarlie Nur Anggraini,5,"Sebenarnya dulu pas pertama kali diundang untuk dinner & buka puasa di PasarBiscr itu sempet ada keinginan untuk mencoba lagi makanan disini, bahkan ingin mencoba stay di kamarnya. Alhamdulillah keturutan stay disini, pertama kali lihat sunrise dari jendela kamar & mencoba breakfastnya juga. Really recommended 👍👍"
